Account Name,DBA,City,State,County,Business License App Category Name,Expire Date
Mary Chris Miller,The Cat's Meow,Longmont,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mary Powell,N/A,Longmont,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mary T Dugan,Mary's Cocker Haven,Peyton,CO,EL PASO,Small Scale Dog Breeder,3/2/2026
Mattersville,N/A,Sedalia,CO,DOUGLAS,Commercial Pet Animal Facility,3/2/2026
Mattersville,N/A,Sedalia,CO,DOUGLAS,Pet Animal Small Rescue,3/2/2026
Mattersville,N/A,Yoder,CO,EL PASO,Commercial Pet Animal Facility,3/2/2026
Mattersville,N/A,Yoder,CO,EL PASO,Pet Animal Small Shelter,3/2/2026
Maw & Paw Pet Market LLC,N/A,Aurora,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Max Bull Inc.,Pet Supplies Plus,Arvada,CO,JEFFERSON,Retail / Wholesale of Pet Animals,3/2/2026
Max Bull Inc.,Pet Supplies Plus,Arvada,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"MaxFund, Inc.",Meow Manor,Denver,CO,DENVER,Pet Animal Small Shelter,3/2/2026
"Maxfund, Inc.",Cat Shelter,Denver,CO,DENVER,Pet Animal Small Shelter,3/2/2026
"Maxfund, Inc.",Maxfund Animal Adoption Center - Dog Shelter,Denver,CO,DENVER,Pet Animal Small Shelter,3/2/2026
Mayfield and Sons Management,Black and White Kennel Life,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
Mayfield and Sons Management,Black and White Kennel Life,Denver,CO,DENVER,Large Scale Dog Breeder,3/2/2026
MBS DenverSE LLC,Camp Bow Wow Denver Southeast,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
MBS DenverSE LLC,Camp Bow Wow Denver Southeast,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"MC Aquatics, Inc",N/A,Englewood,CO,DOUGLAS,Aquarium Only,3/2/2026
McAllister & May Denver LLC,Off-Leash K9 Training Denver LLC,Englewood,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
McAllister & May Denver LLC,Off-Leash K9 Training Denver LLC,Englewood,CO,ARAPAHOE,Pet Handler,3/2/2026
McAllister Anderson & Turner LLC,Off-Leash K9 Training,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
McAllister Anderson & Turner LLC,Off-Leash K9 Training,Colorado Springs,CO,EL PASO,Pet Handler,3/2/2026
"McCuiston Ventures, Inc.",Doggie Depot - Boulder,Boulder,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
"McCuiston Ventures, Inc.",Doggie Depot - Boulder,Boulder,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"McLean & Reed, LLC",Playful Pooch,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
MeeMah & Bone Pet Sitting Service LLC,N/A,Colorado Springs,CO,EL PASO,Pet Handler,3/2/2026
Megan N. Arreguin,N/A,Bloomington,TX,OUT OF STATE,Pet Transporter,3/2/2026
Megan Pray,N/A,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Meggo's Gentle Grooming,N/A,Centennial,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Meghan Abbott,Ruff to Ruffles,Carbondale,CO,GARFIELD,Independent Contractor (IC) Pet Groomer,3/2/2026
Melanie A. Derwey,Gorgeousdoodles,Granby,CO,GRAND,Small Scale Dog Breeder,3/2/2026
Melinda L. Green,Green Valley Kennel Colorado,Byers,CO,ADAMS,Small Scale Dog Breeder,3/2/2026
Melissa J Bibeau,Paw Prints Pet Grooming,Clifton,CO,MESA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Melissa Kowing,Angel Paws Puppy Spa,Arvada,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Melissa R Louqee Shearer,Melissa's Grooming,Arvada,CO,JEFFERSON,Independent Contractor (IC) Pet Groomer,3/2/2026
Melissa Settle,Best Friends Pet Grooming,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mel's Dog House,N/A,Longmont,CO,WELD,Pet Boarding and/or Training,3/2/2026
Meredith M Mazutis,Rocky Mountain Dobermans,Crawford,CO,DELTA,Small Scale Dog Breeder,3/2/2026
Merle Creek Aussies,N/A,Brighton,CO,WELD,Small Scale Dog Breeder,3/2/2026
Mesa County Animal Service,N/A,Whitewater,CO,MESA,Pet Animal Large Shelter,3/2/2026
Metropolis Dog Taxi LLC,N/A,Parker,CO,DOUGLAS,Pet Handler,3/2/2026
Miami Animal Alliance,N/A,Miami,OK,OUT OF STATE,Pet Transporter,3/2/2026
Michael Anthony Miniaci,Dog House Denver,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Michel?le Dorsey,Classy Canines,Berthoud,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Michele H. Reece,The Pet Parlour,Fruita,CO,MESA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Michelle L Odell,Sweet Peep Conures,Greeley,CO,WELD,Bird Band,3/2/2026
Michelle M. Short,N/A,Canon City,CO,FREMONT,Small Scale Dog Breeder,3/2/2026
Michi's Grooming LLC,N/A,Fort Collins,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
MidAmerica Boston Terrier Rescue,N/A,Littleton,CO,ARAPAHOE,Pet Animal Small Rescue,3/2/2026
Midwest Veterinary Partners LLC,Rocky Mountain Small Animal Hospital,Highlands Ranch,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
Midwest Veterinary Partners LLC,Rocky Mountain Small Animal Hospital,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Midwest Veterinary Partners LLC,Orchard Mesa Veterinary Hospital,Grand Junction,CO,MESA,Pet Boarding and/or Training,3/2/2026
"Midwest Veterinary Partners, LLC",Animal Hospital of Colorado Springs,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
"Midwest Veterinary Partners, LLC",Animal Hospital of Colorado Springs,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Mile High Canine Rescue, Inc.",N/A,Mead,CO,WELD,Pet Animal Large Rescue,3/2/2026
"Mile High Cavaliers, LLC",N/A,Centennial,CO,ARAPAHOE,Small Scale Dog Breeder,3/2/2026
Mile High Dachshunds Rescue Inc.,N/A,Englewood,CO,ARAPAHOE,Pet Animal Small Rescue,3/2/2026
Mile High German Shorthaired Pointer Rescue,N/A,Centennial,CO,ARAPAHOE,Pet Animal Small Rescue,3/2/2026
Mile High Grooming LLC,N/A,Englewood,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mile High Labrador Retriever Mission,"MHLRM,Mile High Lab Mission,Mile High Lab Rescue",Broomfield,CO,BROOMFIELD,Pet Animal Large Rescue,3/2/2026
"Mile High Parrot Supply, LLC",N/A,Strasburg,CO,ADAMS,Bird Breeder,3/2/2026
"Mile High Parrot Supply, LLC",N/A,Strasburg,CO,ADAMS,Pet Animal Small Shelter,3/2/2026
"Mile High Parrot Supply, LLC",N/A,Strasburg,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Mile High Parrot Supply, LLC",N/A,Strasburg,CO,ADAMS,Bird Band,3/2/2026
Mile High Weimaraner Rescue,N/A,Commerce City,CO,ADAMS,Pet Animal Small Rescue,3/2/2026
Mindy Martinez,Trucompanion K-9 Spa Mobile Dog Grooming,Aurora,CO,ARAPAHOE,Pet Grooming Facility - Mobile Groomer,3/2/2026
Misfit Mutts LLC,N/A,Brighton,CO,ADAMS,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Misty D. Leber,Silent Dog Grooming Salon,Firestone,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Misty S. Lloyd,ColoRADo Clips,Canon City,CO,FREMONT,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
MJ Kennels LLC,N/A,Wray,CO,YUMA,Pet Boarding and/or Training,3/2/2026
ML Pix LLC,Marnie's Grooming and Pet Supply,La Junta,CO,OTERO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mobile Paws N Spa,N/A,Centennial,CO,ARAPAHOE,Pet Grooming Facility - Mobile Groomer,3/2/2026
Mobile Pet Shine LLC,Mobile Pet Shine,Englewoood,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Mobile Vet Tech Services, LLC",N/A,Castle Pines,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026
MOC K9 Training LLC,N/A,Castle Rock,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
Mod Pawz: A Modern Pet Salon,N/A,Littleton,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Modish Mutt Cuts LLC,Modish Mutt Cuts,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Modrn Pup LLC,Modern Pup,Delta,CO,DELTA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mollie L Wolf,Mudpuppies's Pawshoppe,Dolores,CO,MONTEZUMA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Moonridge Falls LLC,Crystal Clear Wash,Montrose,CO,MONTROSE,Pet Grooming Facility - Self Wash Facility,3/2/2026
Mooses Mutt Cuts Ltd.,Mooses Mutt Cuts Ltd.,Aurora,CO,ARAPAHOE,Independent Contractor (IC) Pet Groomer,3/2/2026
Morina Enterprises,The Bark Club,Lakewood,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
Morina Enterprises,The Bark Club,Lakewood,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mother Gaia Animal Rescue,N/A,Lafayette,CO,BOULDER,Pet Animal Large Rescue,3/2/2026
Mountain Breeze Kennels Ltd,Mountain Breeze Kennel,Alamosa,CO,ALAMOSA,Small Scale Dog Breeder,3/2/2026
Mountain Dogs Basecamp,N/A,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Mountain Dogs Basecamp,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mountain K9 LLC,N/A,Avon,CO,EAGLE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mountain Mongrels LLC,N/A,Granby,CO,GRAND,Pet Boarding and/or Training,3/2/2026
"Mountain Musher, Inc.",N/A,Bond,CO,EAGLE,Commercial Pet Animal Facility,3/2/2026
Mountain Mutts and Such LLC,N/A,Hayden,CO,ROUTT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mountain Mutts Grooming,N/A,Aurora,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mountain Mutts LLC,Hike Doggie,Centennial,CO,ARAPAHOE,Pet Handler,3/2/2026
Mountain Pals Pet Sitting LLC,N/A,Alma,CO,PARK,Pet Boarding and/or Training,3/2/2026
Mountain Pals Pet Sitting LLC,N/A,Alma,CO,PARK,Pet Handler,3/2/2026
Mountain Paws Grooming LLC,N/A,Palmer Lake,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Mountain Pet Grooming, Inc.",N/A,Evergreen,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mountain Pet Rescue,N/A,Granby,CO,GRAND,Pet Animal Large Rescue,3/2/2026
"Mountain Shadows Animal Hospital, Inc.",N/A,Salida,CO,CHAFFEE,Pet Boarding and/or Training,3/2/2026
"Mountain State K9 Academy, LLC",N/A,Greeley,CO,WELD,Pet Boarding and/or Training,3/2/2026
"Mountain State K9 Academy, LLC",N/A,Greeley,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mountain Sun Labradoodles LLC,N/A,Louisville,CO,BOULDER,Small Scale Dog Breeder,3/2/2026
Mountain View Canine Services LLC,N/A,Lakewood,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
Mountain View Canine Services LLC,N/A,Lakewood,CO,JEFFERSON,Pet Handler,3/2/2026
"MPVH Holdings, Inc.",Mountain Parks Adventure Camp and Pet Lodge,Evergreen,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
"MPVH Holdings, Inc.",Mountain Parks Adventure Camp and Pet Lodge,Evergreen,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Mrs. Doolittle's Doggie Daycare, LLC",N/A,Longmont,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
Muddy Mutt LLC,N/A,Windsor,CO,WELD,Pet Grooming Facility - Self Wash Facility,3/2/2026
Muddy Paws Bath House LLC,N/A,Wheat Ridge,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Muddy Paws Doggie Wash,B and J Grooming,Monte Vista,CO,RIO GRANDE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Murdock's Dog Grooming LLC,Murdocks Dog Grooming,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mutt Masters K9 Academy,Mutt Masters K9 Academy,Elbert,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Mutt Masters K9 Academy,Mutt Masters K9 Academy,Elbert,CO,EL PASO,Pet Transporter,3/2/2026
Muttly Manor LLC,N/A,Brush,CO,MORGAN,Pet Boarding and/or Training,3/2/2026
Mutts and pups grooming llc,Mutts and pups,Brush,CO,MORGAN,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Mutts N Such Rescue,Foster-based Animal Rescue,Laporte,CO,LARIMER,Pet Animal Small Rescue,3/2/2026
Mutt's N' Sud's LLC,Mutt's N'Sud's LLC,Golden,CO,JEFFERSON,Pet Grooming Facility - Mobile Groomer,3/2/2026
Mutt'Stache's Mobile Grooming,N/A,Peyton,CO,EL PASO,Pet Grooming Facility - Mobile Groomer,3/2/2026
"MVPL, Inc",Mountain View Pet Lodge,Pueblo West,CO,PUEBLO,Pet Boarding and/or Training,3/2/2026
"MVPL, Inc",Mountain View Pet Lodge,Pueblo West,CO,PUEBLO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
My Best Friend Pet Supply Inc,Pet Station,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"My Fairy Dawg MOther Rescue, Inc.",N/A,Aurora,CO,ARAPAHOE,Pet Animal Large Rescue,3/2/2026
"My Life Unleashed, LLC",N/A,Divide,CO,TELLER,Pet Boarding and/or Training,3/2/2026
"My Life Unleashed, LLC",N/A,Divide,CO,TELLER,Pet Transporter,3/2/2026
"My Life Unleashed, LLC",N/A,Divide,CO,TELLER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"My Mutt Makeovers, LLC",N/A,Fountain,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"My Paw Parlour, LLC",N/A,Montrose,CO,MONTROSE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"My Second Home Rescue, Inc.",N/A,Carr,CO,WELD,Pet Animal Large Rescue,3/2/2026
Mystic Grooming,N/A,Brighton,CO,ADAMS,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
N + 1 LLC,"Alicia's Paw Spa,N Plus 1",Montrose,CO,MONTROSE,Pet Boarding and/or Training,3/2/2026
N + 1 LLC,"Alicia's Paw Spa,N Plus 1",Montrose,CO,MONTROSE,Pet Handler,3/2/2026
N + 1 LLC,"Alicia's Paw Spa,N Plus 1",Montrose,CO,MONTROSE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Nancy L Praiswater,Country Critters,Monument,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
National Mill Dog Rescue,N/A,Peyton,CO,EL PASO,Pet Animal Small Shelter,3/2/2026
Natius Groomer llc,N/A,Parker,CO,DOUGLAS,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Nature Box Pet Emporium Company,N/A,Aurora,CO,ARAPAHOE,Retail / Wholesale of Pet Animals,3/2/2026
Nature Box Pet Emporium Company,N/A,Aurora,CO,ARAPAHOE,Small Animal Breeder,3/2/2026
"NBS East, LLC",Camp Bow Wow,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
"NBS East, LLC",Camp Bow Wow,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"NBS East, LLC",Camp Bow Wow,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
"NBS East, LLC",Camp Bow Wow,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
NBS Monument LLC,Camp Bow Wow Monument,Monument,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
"Nebraskaland Pets, Inc.",N/A,Atkinson,NE,OUT OF STATE,Pet Transporter,3/2/2026
NestPark Inc,Zoomin Groomin DTC-Centennial,Aurora,CO,ARAPAHOE,Pet Grooming Facility - Mobile Groomer,3/2/2026
"Nev and Company Pet Services, LLC",N/A,Fountain,CO,EL PASO,Pet Handler,3/2/2026
New Era Grooming LLC,New Era Grooming Studio,Denver,CO,DENVER,Pet Grooming Facility - Mobile Groomer,3/2/2026
"New Hope Cattle Dogs, Rescue & Rehoming",N/A,Parker,CO,ELBERT,Pet Animal Large Rescue,3/2/2026
"NGUE, LLC.",Bubbles With No Troubles,Evergreen,CO,CLEAR CREEK,Pet Grooming Facility - Mobile Groomer,3/2/2026
Nicholas Jamieson,Nick's Dogs,Lakewood,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Nichole J Heffner,pimp my dogo,morrison,CO,JEFFERSON,Independent Contractor (IC) Pet Groomer,3/2/2026
"Nick's Garden Center, Inc.",N/A,Aurora,CO,ARAPAHOE,Retail / Wholesale of Pet Animals,3/2/2026
Nicole Barrios,Bubbles and Daisy Pet Grooming and Boarding,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Nicole D. West,Plush Pups Grooming,Parachute,CO,GARFIELD,Pet Grooming Facility - Mobile Groomer,3/2/2026
Nicole Grimm,Grateful Dog Grooming by Nicole,Greeley,CO,WELD,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Nicole Henderson,Colorado Miniature Bernedoodle,Longmont,CO,BOULDER,Small Scale Dog Breeder,3/2/2026
Nicole Lynn Clark,Over the Top Pet Salon,Brighton,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
NK Mobile Dog Grooming,NK Mobile Dog Grooming,Olathe,CO,MONTROSE,Pet Grooming Facility - Mobile Groomer,3/2/2026
NMDOG,NMDOG,Albuquerque,NM,OUT OF STATE,Pet Transporter,3/2/2026
No 2 Alike Dog Training LLC,No 2 Alike Dog Training,Brighton,CO,WELD,Pet Boarding and/or Training,3/2/2026
"No Place Like Home, LLC",No Place Like Home Mobile Dog Grooming,Orchard City,CO,DELTA,Pet Grooming Facility - Mobile Groomer,3/2/2026
No Ruff Housing,N/A,Aurora,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
Noah's Arff LLC,Noah's Arff LLC Dog Boarding and Cattery,Monte Vista,CO,RIO GRANDE,Pet Boarding and/or Training,3/2/2026
Noah's Arff LLC,Noah's Arff LLC Dog Boarding and Cattery,Monte Vista,CO,RIO GRANDE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Noble Beast Canine Companion Services LLC,Noble Beast Dog Training,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
Noble Beast Canine Companion Services LLC,Noble Beast Dog Training,Denver,CO,DENVER,Pet Handler,3/2/2026
Noco Cat Cafe LLC,N/A,Loveland,CO,LARIMER,Commercial Pet Animal Facility,3/2/2026
NoCo Creations Limited,NoCo Animal Care,Greeley,CO,WELD,Pet Handler,3/2/2026
NoCo Creations Limited,NoCo Animal Care,Greeley,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
NOCO Humane,N/A,Loveland,CO,LARIMER,Pet Animal Large Shelter,3/2/2026
NOCO Humane,N/A,Loveland,CO,LARIMER,Pet Transporter,3/2/2026
NOCO Humane,N/A,Loveland,CO,LARIMER,Bird Band,3/2/2026
NOCO Humane,N/A,Evans,CO,WELD,Pet Animal Large Shelter,3/2/2026
NOCO Humane,N/A,Evans,CO,WELD,Bird Band,3/2/2026
NOCO Humane,N/A,Greeley,CO,WELD,Pet Animal Small Shelter,3/2/2026
NOCO Humane,N/A,Greeley,CO,WELD,Bird Band,3/2/2026
NoCo Pet Retreat LLC,N/A,Fort Collins,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
NoCo Unleashed LLC,N/A,Loveland,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
NoCo Veterinary Services PC,Sheep Draw Veterinary Hospital,Greeley,CO,WELD,Pet Boarding and/or Training,3/2/2026
NoCoKitties.org,N/A,Loveland,CO,LARIMER,Pet Animal Large Rescue,3/2/2026
North Shore Animal Hospital LLC,North Shore Animal Hospital,Loveland,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
North Shore Animal Hospital LLC,North Shore Animal Hospital,Loveland,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Northern Colorado Herpetological Society,Reptile and Amphibian Center of the Rockies,Laporte,CO,LARIMER,Pet Animal Small Shelter,3/2/2026
NVA AACC Veterinary Management LLC,Advanced Animal Care of Colorado,Fort Collins,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
NVA Arvada Flats Veterinary Management LLC,Arvada Flats Veterinary Hospital,Arvada,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
NVA Powers F/CF Veterinary Management LLC,Carefree Cats Veterinary Hospital,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
NVA Valley Longmont Veterinary Management Inc,Valley Veterinary Hospital,Longmont,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
NVA Woodmoor Veterinary Management LLC,Woodmoor Veterinary Hospital,Monument,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Obedience Games Dog Training,N/A,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Obedience Games Dog Training,N/A,Colorado Springs,CO,EL PASO,Pet Handler,3/2/2026
Obe's Angels Rescue,N/A,Cortez,CO,MONTEZUMA,Pet Animal Small Rescue,3/2/2026
Off Switch Dog Training LLC,N/A,Colorado Springs,CO,EL PASO,Pet Handler,3/2/2026
"Off The Leash, LLC",Sit Means Sit,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
"Off The Leash, LLC",Sit Means Sit,Colorado Springs,CO,EL PASO,Pet Handler,3/2/2026
"Off The Leash, LLC",Sit Means Sit,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Oh Be Dogful Pet Ranch, Inc.",Oh Be Dogful Rescue,Crested Butte,CO,GUNNISON,Pet Boarding and/or Training,3/2/2026
"Oh Be Dogful Pet Ranch, Inc.",Oh Be Dogful Rescue,Crested Butte,CO,GUNNISON,Pet Animal Sanctuary,3/2/2026
"Oh Be Dogful Pet Ranch, Inc.",Oh Be Dogful Rescue,Crested Butte,CO,GUNNISON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Okey Doggy LLC,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Oklahoma Alliance for Animals,N/A,Tulsa,OK,OUT OF STATE,Pet Transporter,3/2/2026
Old Dogs New Digs,N/A,Boulder,CO,BOULDER,Pet Animal Small Rescue,3/2/2026
Old Soul Canine Rescue,N/A,Golden,CO,GILPIN,Pet Animal Small Rescue,3/2/2026
Oleg A. Vdovich,Mirabell Bengals,Commerce City,CO,ADAMS,Cat Breeder,3/2/2026
"Oliike, LLC",The Barn Yard,Carbondale,CO,GARFIELD,Pet Boarding and/or Training,3/2/2026
Once Upon A Doodle,N/A,Carr,CO,WELD,Small Scale Dog Breeder,3/2/2026
One Dog at a Time,N/A,Colorado Springs,CO,EL PASO,Pet Animal Small Rescue,3/2/2026
"Oona's Dog Groom & Spa, LLC",N/A,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Operation Pets Alive,N/A,Spring,TX,OUT OF STATE,Pet Transporter,3/2/2026
Oracle K9 Traning,Oracle K9 Traning,Avon,CO,EAGLE,Pet Boarding and/or Training,3/2/2026
Oracle K9 Traning,Oracle K9 Traning,Avon,CO,EAGLE,Pet Handler,3/2/2026
Ouray Dog Company,N/A,Ouray,CO,OURAY,Pet Boarding and/or Training,3/2/2026
Ouray Dog Company,N/A,Ouray,CO,OURAY,Pet Grooming Facility - Primary Facility Owner,3/2/2026
P&A Ortiz Inc DBA Zoomin Groomin,Zoomin Groomin,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026
"P, Z and J, Inc.",Urban Dogg Broomfield,Broomfield,CO,BROOMFIELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"P2G, LLC",Paws 2 Groom,Longmont,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"P2G, LLC",Paws 2 Groom,Longmont,CO,BOULDER,Pet Grooming Facility - Self Wash Facility,3/2/2026
